model,the,1,776,ft,-lrb-,541m,-rrb-,tower,opened,for,business,last,week,as,the,first,of,3,000,employees,of,publishing,giant,conde,nast,moved,into,their,new,offices,there,.
trapped,-1,-0.36980387613667154,0.2495912352566939,-1,-0.1785607045112536,-1,0.40400573320518773,0.4287778788529626,-1,0.3329769023647966,-1,0.48262236926490654,-1,-1,-1,-1,0.5040855817478683,0.5061414751126013,-1,0.3328396200711454,0.23451768963015507,-0.17701727050219618,-0.4349300401595573,0.5425601969787283,-1,-1,-1,0.38496145355477207,-1,-1
on,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
a,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
collapsed,-1,-0.2367016964988562,0.06776499354725896,-1,-0.17648157596147085,-1,0.5022398462406852,0.4992109609402804,-1,0.2992490831343628,-1,0.3991410711269048,-1,-1,-1,-1,0.1901522234681564,0.24177948463729693,-1,0.24580742177950765,0.27998515994031925,-0.10798976510700564,-0.15254948817882985,0.4084686796657242,-1,-1,-1,0.37201482540633646,-1,-1
cradle,-1,-0.1377643067106824,0.09057141437644056,-1,0.045850804790865674,-1,0.1733933027059399,-0.1521596674697867,-1,-0.07462153482974054,-1,-0.23350463081157957,-1,-1,-1,-1,-0.11002022683353019,-0.04421228186920145,-1,0.16975205166319451,-0.024493919536248354,-0.06903455427499638,-0.0844449558821132,-0.11107510360920347,-1,-1,-1,0.0034541160971426343,-1,-1
69,-1,-0.23011190727797803,0.7484778284737736,-1,-0.10481716457785173,-1,0.24897101164102764,0.21284005227874292,-1,0.1518775973406714,-1,0.25722951123970605,-1,-1,-1,-1,0.12832278294549648,0.2060084056175302,-1,0.06557562764791114,0.2834473361527914,-0.2396500609187482,-0.3085626879636083,0.25774424114328287,-1,-1,-1,0.20891793542842063,-1,-1
storeys,-1,0.19924882675574418,-0.0707074115664954,-1,-0.02276323910415612,-1,0.013932837961191158,0.05038691791566907,-1,-0.03403705846279714,-1,0.0713354123615616,-1,-1,-1,-1,0.2711723181984086,0.145351896717687,-1,-0.0896472903741401,-0.12827233601743915,-0.028698510269716815,0.0008727297091678521,0.049002658023397205,-1,-1,-1,0.17279460770283106,-1,-1
above,-1,-0.3001027723580163,0.08127550117649351,-1,-0.1905268143136385,-1,0.2146258312951732,0.22914019074441705,-1,0.3562155074479134,-1,0.46875840721059814,-1,-1,-1,-1,0.5135961460902891,0.4018247249566671,-1,0.16362929465404386,0.17403358643530153,-0.24197391545475977,-0.3478508338651185,0.5865920260038959,-1,-1,-1,0.3381976249794081,-1,-1
the,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ground,-1,-0.4125615824409379,0.014080358242282487,-1,-0.2814842128138102,-1,0.39641778188492494,0.4401087944882429,-1,0.47072966784503667,-1,0.5429728486705585,-1,-1,-1,-1,0.4786523735110291,0.41096340192046954,-1,0.27433705092416116,0.3183126956801482,-0.43721274657344145,-0.601563433635421,0.5891550003352335,-1,-1,-1,0.4483276192267951,-1,-1
at,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
the,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
world,-1,-0.37772985560278105,0.10106679993418588,-1,-0.2088693478265029,-1,0.14923670927252575,0.2140366920597777,-1,0.4177650529251373,-1,0.4472156941457006,-1,-1,-1,-1,0.2243793714615877,0.22739041195222354,-1,0.21093764454840902,0.27041626337993296,-0.2063427176245729,-0.2778652440941731,0.4043823347028801,-1,-1,-1,0.12409479109348887,-1,-1
trade,-1,-0.38474055270674246,0.08534318887595504,-1,-0.15682133150951327,-1,0.1555495461362153,0.17067709095468486,-1,0.5245165801215806,-1,0.31789022430880376,-1,-1,-1,-1,0.21495763254832334,0.2541812837015003,-1,0.2931453655512427,0.3486290268291994,-0.26971020978168125,-0.32918989901801887,0.190376204909958,-1,-1,-1,0.2333522688872557,-1,-1
center,-1,-0.45998892255830826,0.2023552981811657,-1,0.13413414889318698,-1,0.2695652179319039,0.20110583470885457,-1,0.4423686735046364,-1,0.24237112543414274,-1,-1,-1,-1,0.21834675816391802,0.21243332389204372,-1,0.2573758955733767,0.3727720617407828,-0.12662213023298197,-0.13470858062673385,0.09510794152701374,-1,-1,-1,0.2406381658680118,-1,-1
site,-1,-0.5097809619798865,0.18202148908981886,-1,-0.23351660450463108,-1,0.6021192885423228,0.47254945702077067,-1,0.5990383418137877,-1,0.556447259272469,-1,-1,-1,-1,0.3027873311955527,0.43271388367383135,-1,0.5243690467726831,0.4336334939968438,-0.41855523171768816,-0.5156897564709315,0.4608135805508995,-1,-1,-1,0.51931615910796,-1,-1
.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
